Département,Ville ,code postal,population,superficie
7,VAGNAS,7150,500,23.83
7,SAINT-DESIRAT,7340,800,7.31
7,SAINT-MICHEL-DE-BOULOGNE,7200,100,7.53
7,FABRAS,7380,400,7.52
7,LACHAPELLE-SOUS-CHANEAC,7310,200,8.94
7,ASPERJOC,7600,300,8.47
7,ALBON-D'ARDECHE,7190,200,9.11
7,SAINT-CHRISTOL,7160,100,14.63
7,LA VOULTE-SUR-RHONE,7800,5000,9.7
7,BAIX,7210,1000,17.39
7,LENTILLERES,7200,200,8.72
7,LESPERON,7660,300,24.99
7,LAVILLEDIEU,7170,1900,14.65
7,AIZAC,7530,200,6.65
7,THORRENC,7340,200,3.67
7,VINZIEUX,7340,400,6.87
7,LUSSAS,7170,1000,16.45
7,AJOUX,7000,100,12.2
7,BOZAS,7410,200,12.5
7,MARCOLS-LES-EAUX,7190,300,16
7,SOYONS,7130,1900,7.9
7,LACHAPELLE-GRAILLOUSE,7470,200,20.48
7,SAINT-SYLVESTRE,7440,500,15.16
7,SECHERAS,7610,500,7.26
7,LANARCE,7660,200,22.37
7,MARS,7320,300,18.69
7,FREYSSENET,7000,100,9.54
7,LOUBARESSE,7110,0,8.99
7,CHARMES-SUR-RHONE,7800,2400,5.95
7,CHASSIERS,7110,1000,12.26
7,LABEGUDE,7200,1400,3.12
7,VERNOSC-LES-ANNONAY,7430,2200,16.08
7,PRADONS,7120,400,7.98
7,AUBENAS,7200,11500,14.32
7,AUBIGNAS,7400,400,15.42
7,SAINT-LAURENT-LES-BAINS,7590,200,26.76
7,CHANDOLAS,7230,500,11.63
7,BEAULIEU,7460,400,25.47
7,SAINT-JUST-D'ARDECHE,7700,1500,10.44
7,NOZIERES,7270,300,21.79
7,SAINT-VICTOR,7410,900,31.88
7,SAINT-GENEST-DE-BEAUZON,7230,200,5.31
7,CELLIER-DU-LUC,7590,100,14.73
7,CORNAS,7130,2300,8.33
8,LES AYVELLES,8000,900,5.45
8,NOUART,8240,100,17.73
8,BAYONVILLE,8240,100,16.19
8,TREMBLOIS-LES-ROCROI,8150,200,1.64
8,HANNOGNE-SAINT-MARTIN,8160,500,4.71
8,LAMETZ,8130,100,9.46
8,SAULT-LES-RETHEL,8300,1900,6.45
8,REMILLY-AILLICOURT,8450,800,13.26
8,CHAMPLIN,8260,100,5.9
8,BROGNON,8380,100,7.38
8,THIS,8090,200,4.46
8,ANCHAMPS,8500,200,2.26
8,CERNION,8260,100,6.58
8,TANNAY,8390,200,14.04
8,RANCENNES,8600,700,6.5
8,THUGNY-TRUGNY,8300,200,13.41
8,LANCON,8250,0,8.24
8,HAM-SUR-MEUSE,8600,300,6.19
8,COUCY,8300,500,6.39
8,HAUDRECY,8090,300,3.36
8,FOSSE,8240,100,8.94
8,FLEVILLE,8250,100,7.89
8,MONTGON,8390,100,8.2
8,LOGNY-BOGNY,8150,200,10.66
8,MARGNY,8370,200,6.68
8,DONCHERY,8350,2400,27.36
8,MARQUIGNY,8390,100,6.65
8,CHATEL-CHEHERY,8250,200,16.08
8,ROUVROY-SUR-AUDRY,8150,600,9.15
8,TOULIGNY,8430,100,7.28
8,AUVILLERS-LES-FORGES,8260,900,8.19
8,TOURCELLES-CHAUMONT,8400,100,4.81
8,TERRON-SUR-AISNE,8400,100,6.5
8,ARTAISE-LE-VIVIER,8390,100,8.47
8,JOIGNY-SUR-MEUSE,8700,700,3.86
8,CHEHERY,8350,100,4.92
8,EXERMONT,8250,0,18.29
8,DOUMELY-BEGNY,8220,100,7.8
8,BERGNICOURT,8300,200,8.16
8,VAUX-LES-MOUZON,8210,100,7.64
8,VERPEL,8240,100,15.25
8,ANGECOURT,8450,300,3.73
8,VILLE-SUR-LUMES,8440,500,3.1
8,MENIL-LEPINOIS,8310,100,18.01
8,LEFFINCOURT,8310,200,18.02
8,ANTHENY,8260,100,10.14
8,FEPIN,8170,300,5.79
8,SEVIGNY-LA-FORET,8230,200,26.13
8,THILAY,8800,1100,36.04
8,MARVAUX-VIEUX,8400,100,11.61
8,AUBRIVES,8320,900,10.73
8,LA BESACE,8450,100,13.97
8,BELLEVILLE-ET-CHATILLON-SUR-BAR,8240,300,21.21
8,REMAUCOURT,8220,200,10.8
8,MOGUES,8110,100,8.26
8,FALAISE,8400,300,9.52
8,POURU-SAINT-REMY,8140,1200,10.19
8,CONTREUVE,8400,100,11.02
8,VILLERS-LE-TOURNEUR,8430,200,7.85
8,NOVY-CHEVRIERES,8300,700,17.2
8,WAGNON,8270,100,15.28
8,MONTCY-NOTRE-DAME,8090,1500,6.13
8,VONCQ,8400,200,19.87
8,SECHAULT,8250,100,10.86
8,ECORDAL,8130,300,12.89
8,LA CHAPELLE,8200,200,7.52
8,GIVRY,8130,200,11.93
8,VILLERS-DEVANT-MOUZON,8210,100,4.53
8,LEPRON-LES-VALLEES,8150,100,6.42
8,AUTHE,8240,100,9.47
8,AURE,8400,100,12.72
8,BAZEILLES,8140,2000,9.38
8,CHAUMONT-PORCIEN,8220,500,35.97
8,BARBAISE,8430,100,6.68
8,BOULT-AUX-BOIS,8240,100,15.2
8,HOULDIZY,8090,300,4.62
8,DOM-LE-MESNIL,8160,1100,7.99
8,MURTIN-ET-BOGNY,8150,200,7.11
8,CORNY-MACHEROMENIL,8270,200,10.54
8,REMILLY-LES-POTHEES,8150,300,9.92
8,VAUX-EN-DIEULET,8240,100,11.03
8,BELVAL,8090,200,4.94
8,NEUVILLE-DAY,8130,200,7.68
8,SORCY-BAUTHEMONT,8270,100,11.14
8,MONTCHEUTIN,8250,100,9.64
8,MAZERNY,8430,100,12.3
8,GRANDHAM,8250,100,5.91
8,LINAY,8110,200,7.28
8,WIGNICOURT,8270,100,4.49
8,REGNIOWEZ,8230,400,18.27
8,CHESNOIS-AUBONCOURT,8270,200,4.71
8,LA SABOTTERIE,8130,100,3.64
8,GUINCOURT,8130,100,5.31
8,CHEVEUGES,8350,400,8.9
8,BANOGNE-RECOUVRANCE,8220,200,19.01
8,HERPY-L'ARLESIENNE,8360,200,10.64
8,AMAGNE,8300,700,9.32
8,AUGE,8380,100,4.5
8,BRIEULLES-SUR-BAR,8240,200,13.23
8,MAISONCELLE-ET-VILLERS,8450,100,11.08
8,CHARDENY,8400,0,5.02
8,CHALLERANGE,8400,400,11.13
8,HOUDILCOURT,8190,100,11.3
8,LA FEREE,8290,100,11.01
8,SAULCES-CHAMPENOISES,8130,200,22.64
8,BULSON,8450,100,6.47
8,ALINCOURT,8310,100,8.62
8,VILLERS-SUR-LE-MONT,8430,100,5.3
8,CHAMPIGNEULLE,8250,100,7.73
8,NEUFMAISON,8560,100,7.06
8,SAINTE-MARIE,8400,100,5.57
8,VIEL-SAINT-REMY,8270,200,22.63
8,VIREUX-MOLHAIN,8320,1700,8.29
8,SAPOGNE-ET-FEUCHERES,8160,500,10.71
8,BLANZY-LA-SALONNAISE,8190,300,12.13
8,AVANCON,8300,300,20.99
8,MONT-LAURENT,8130,100,6.83
8,BREVILLY,8140,400,7.3
8,WADELINCOURT,8200,500,4.22
8,MANRE,8400,100,18.5
8,TOURNES,8090,1100,8.26
8,FRAILLICOURT,8220,200,14.39
8,POIX-TERRON,8430,800,14.26
8,SERAINCOURT,8220,200,16.2
8,PUILLY-ET-CHARBEAUX,8370,300,18.29
8,SERY,8270,300,18.57
8,AUTRY,8250,100,16.34
8,LES PETITES-ARMOISES,8390,100,4.37
8,MACHAULT,8310,500,16.58
8,LE CHESNE,8390,1000,23.87
8,HAYBES,8170,2100,28.05
8,ALLAND'HUY-ET-SAUSSEUIL,8130,200,8.71
8,SIGNY-L'ABBAYE,8460,1400,62.03
8,SAINT-ETIENNE-A-ARNES,8310,200,29.56
8,LES GRANDES-ARMOISES,8390,0,4.47
8,VILLE-SUR-RETOURNE,8310,100,9.56
8,NOUVION-SUR-MEUSE,8160,2200,9.06
8,MALANDRY,8370,100,6.87
8,GOMONT,8190,300,7.23
8,CORNAY,8250,100,10.94
8,DOUX,8300,100,6.52
8,OMICOURT,8450,100,7.36
8,TOURTERON,8130,200,8.83
8,SAINT-PIERRE-A-ARNES,8310,100,8.41
8,GIVET,8600,6700,18.41
8,BAALONS,8430,200,14.72
8,CLAVY-WARBY,8560,400,11.78
8,THIN-LE-MOUTIER,8460,600,39.72
8,AMBLY-FLEURY,8130,100,5.88
8,CHILLY,8260,200,5.89
8,ARNICOURT,8300,200,8.33
8,SAINT-MENGES,8200,1000,12.21
8,ISSANCOURT-ET-RUMEL,8440,400,5.47
8,AIRE,8190,200,6.29
8,BIGNICOURT,8310,100,8.62
8,RUBECOURT-ET-LAMECOURT,8140,200,4.61
8,MARCQ,8250,100,10.61
8,CHATEAU-PORCIEN,8360,1400,17.31
8,DOUZY,8140,1900,12.76
8,BUZANCY,8240,400,22.67
8,FLAIGNES-HAVYS,8260,100,13.7
8,SAINT-LAURENT,8090,1200,4.26
8,BERTONCOURT,8300,100,6.83
8,GIVONNE,8200,1100,14.04
8,VILLERS-DEVANT-LE-THOUR,8190,400,16.41
8,FOISCHES,8600,200,4.65
8,HAM-LES-MOINES,8090,400,3.12
8,LALOBBE,8460,200,9.96
8,OCHES,8240,0,6.76
8,MONT-SAINT-MARTIN,8400,100,13.95
8,OSNES,8110,200,5.89
8,QUATRE-CHAMPS,8400,200,11.51
8,L'ECHELLE,8150,100,9.96
8,PREZ,8290,100,12.4
8,MARLEMONT,8290,100,10.06
8,BRIENNE-SUR-AISNE,8190,200,12.23
8,CHAMPIGNEUL-SUR-VENCE,8430,100,4.61
8,MARBY,8260,100,7.35
8,THELONNE,8350,400,3.84
8,JUNIVILLE,8310,1100,26.2
8,VILLERS-SUR-BAR,8350,300,5.45
8,GLAIRE,8200,900,6.46
8,NEUVILLE-LES-THIS,8090,400,7.74
8,WASIGNY,8270,300,9.98
8,RENWEZ,8150,1700,16.18
8,AOUSTE,8290,200,12.83
8,DAMOUZY,8090,400,8.78
8,HIERGES,8320,200,4.05
8,POILCOURT-SYDNEY,8190,200,7.88
8,GIVRON,8220,100,7.15
8,LONGWE,8400,100,10.78
8,QUILLY,8400,100,5.49
8,SAPOGNE-SUR-MARCHE,8370,100,5.41
8,EVIGNY,8090,200,4.33
8,VAUX-LES-RUBIGNY,8220,0,3.92
8,CHALANDRY-ELAIRE,8160,600,5.18
8,SOMMERANCE,8250,0,5.18
8,MESMONT,8270,100,11.32
8,GUIGNICOURT-SUR-VENCE,8430,300,9.44
8,MONTHERME,8800,2500,32.33
8,VILLY,8370,200,7.78
8,CHEVIERES,8250,100,6.17
8,PUISEUX,8270,100,3.41
8,NOUZONVILLE,8700,6300,10.92
8,SAINT-MARCEAU,8160,400,4.8
8,BLAGNY,8110,1200,7.42
8,ROCQUIGNY,8220,800,36.85
8,SAINT-AIGNAN,8350,100,7.74
8,MONTIGNY-SUR-VENCE,8430,200,8.24
8,CHEMERY-SUR-BAR,8450,400,22.87
8,TAIZY,8360,100,9.11
8,OMONT,8430,100,17.96
8,CHAGNY,8430,200,13.35
8,ETEIGNIERES,8260,500,11.79
8,BOSSEVAL-ET-BRIANCOURT,8350,400,14.53
8,LA NEUVILLE-A-MAIRE,8450,100,7.26
8,HARAUCOURT,8450,800,11.53
8,HARGNIES,8170,500,42.24
8,SAINT-FERGEUX,8360,200,25.5
8,LA FRANCHEVILLE,8000,1600,6.79
8,HARRICOURT,8240,100,7.87
8,MARANWEZ,8460,100,3.03
8,BARBY,8300,400,11.32
8,YONCQ,8210,100,15.5
8,BOURG-FIDELE,8230,800,14.79
8,COULOMMES-ET-MARQUENY,8130,100,11.99
8,SON,8300,100,9.03
8,ARDEUIL-ET-MONTFAUXELLES,8400,100,4.28
8,GRIVY-LOISY,8400,200,11.56
8,MONTCORNET,8090,300,11.51
8,BEFFU-ET-LE-MORTHOMME,8250,100,5.49
8,MONDIGNY,8430,200,5.9
8,SAINT-PIERRE-SUR-VENCE,8430,200,4.63
8,GESPUNSART,8700,1100,21.02
8,TOURNAVAUX,8800,200,1.55
8,NEUFLIZE,8300,700,13.78
8,LES HAUTES-RIVIERES,8800,1700,31.34
8,BEAUMONT-EN-ARGONNE,8210,500,31.05
8,AMBLIMONT,8210,100,7.4
8,SAINT-GERMAINMONT,8190,800,15.69
8,LA CROIX-AUX-BOIS,8400,100,5.77
8,DRICOURT,8310,100,7.12
8,BRECY-BRIERES,8400,100,8.68
8,ACY-ROMANCE,8300,400,11.13
8,FLOING,8200,2500,7.43
8,NEUFMANIL,8700,1200,10.12
8,CHARLEVILLE-MEZIERES,8090,50900,31.44
8,LA NEUVILLE-AUX-JOUTES,8380,400,13.17
8,CLIRON,8090,300,6.18
8,BELVAL-BOIS-DES-DAMES,8240,0,17.22
8,SEVIGNY-WALEPPE,8220,300,24.11
8,TREMBLOIS-LES-CARIGNAN,8110,100,4.28
8,SEMUY,8130,100,3.97
8,RUMIGNY,8290,400,17.38
8,SUGNY,8400,100,6.11
8,JONVAL,8130,100,2.53
8,RIMOGNE,8150,1400,3.77
8,SAINT-JEAN-AUX-BOIS,8220,100,8.9
8,SAINT-CLEMENT-A-ARNES,8310,100,10.13
8,PURE,8110,600,6.5
8,LUCQUY,8300,500,5.07
8,MAUBERT-FONTAINE,8260,1100,10.33
8,LES DEUX-VILLES,8110,300,8.14
8,GERMONT,8240,0,4.77
8,IMECOURT,8240,100,8.42
8,SAVIGNY-SUR-AISNE,8400,400,10.41
8,BIERMES,8300,300,7.96
8,CHARBOGNE,8130,200,9.06
8,FUMAY,8170,3900,37.56
8,AUSSONCE,8310,200,19.14
8,LANDRICHAMPS,8600,100,4.72
8,MATTON-ET-CLEMENCY,8110,500,18.32
8,ETALLE,8260,100,4.44
8,BRIQUENAY,8240,100,14.5
8,ROCROI,8230,2400,50.41
8,FAISSAULT,8270,200,6.07
8,LA ROMAGNE,8220,100,9.91
8,TERMES,8250,100,13.98
8,REVIN,8500,7500,38.42
8,SAINT-PIERREMONT,8240,100,19.77
8,PRIX-LES-MEZIERES,8000,1300,5.08
8,SAINT-QUENTIN-LE-PETIT,8220,200,8.95
8,DOMMERY,8460,200,10.66
8,RETHEL,8300,7700,18.58
8,VAUX-MONTREUIL,8270,100,8.35
8,VRIGNE-AUX-BOIS,8330,3500,8.04
8,FRANCHEVAL,8140,600,19.6
8,ILLY,8200,400,15.6
8,MONTIGNY-SUR-MEUSE,8170,100,8.1
8,FROMELENNES,8600,1100,7.17
8,ESCOMBRES-ET-LE-CHESNOIS,8110,300,8.29
8,RENNEVILLE,8220,200,9.85
8,FLIZE,8160,1200,2.07
8,SAINT-MARCEL,8560,300,10.84
8,GRUYERES,8430,100,5.48
8,ELAN,8160,100,9.86
8,LAIFOUR,8800,500,3.25
8,CHARNOIS,8600,100,5.61
8,DEVILLE,8800,1100,7.83
8,SAINT-REMY-LE-PETIT,8300,0,7.5
8,EUILLY-ET-LOMBUT,8210,100,10.11
8,CARIGNAN,8110,3200,14.01
8,BIEVRES,8370,100,7.3
8,AUTRECOURT-ET-POURRON,8210,300,12.04
8,FROMY,8370,100,3.71
8,SINGLY,8430,100,9.92
8,ARREUX,8090,400,4.23
8,LE FRETY,8290,100,7.09
8,VIEUX-LES-ASFELD,8190,300,6.66
8,LE THOUR,8190,300,16.62
8,LE CHATELET-SUR-SORMONNE,8150,200,9.85
8,SACHY,8110,200,5.9
8,BOURCQ,8400,100,9.85
8,LUMES,8440,1100,6.14
8,BALHAM,8190,100,1.77
8,BOGNY-SUR-MEUSE,8120,5500,23.16
8,LES MAZURES,8500,900,36.14
8,RUBIGNY,8220,100,5.12
8,BOUCONVILLE,8250,100,15.21
8,ETREPIGNY,8160,300,4.23
8,SAULCES-MONCLIN,8270,600,20.23
8,RAUCOURT-ET-FLABA,8450,900,21.83
8,LE CHATELET-SUR-RETOURNE,8300,600,9.94
8,VIREUX-WALLERAND,8320,1900,21.07
8,GERNELLE,8440,300,4.83
8,CONDE-LES-AUTRY,8250,100,7.97
8,RILLY-SUR-AISNE,8130,100,3.44
8,HANNOGNE-SAINT-REMY,8220,100,18.09
8,LA NEUVILLE-EN-TOURNE-A-FUY,8310,500,27.34
8,CHUFFILLY-ROCHE,8130,100,7.67
8,LES ALLEUX,8400,100,12.04
8,WARCQ,8000,1300,9.19
8,VOUZIERS,8400,4200,27.8
8,BALAIVES-ET-BUTZ,8160,200,11.05
8,BOUTANCOURT,8160,300,2.99
8,OLIZY-PRIMAT,8250,200,21.35
8,DRAIZE,8220,100,6.79
8,VILLERS-LE-TILLEUL,8430,300,8.61
8,DAIGNY,8140,400,2.85
8,HANNAPPES,8290,200,8.45
8,ESTREBAY,8260,100,9.37
8,PAUVRES,8310,200,12.64
8,BOUVELLEMONT,8430,100,4.31
8,L'ECAILLE,8300,200,9.15
8,MOUZON,8210,2400,34.43
8,SECHEVAL,8150,500,13.79
8,ECLY,8300,200,9.36
8,BALAN,8200,1600,4.65
8,WILLIERS,8110,0,2.26
8,AUFLANCE,8370,100,6.16
8,SAINT-LAMBERT-ET-MONT-DE-JEUX,8130,200,10.74
8,JANDUN,8430,300,12.78
8,SUZANNE,8130,100,6.45
8,ATTIGNY,8130,1200,11.46
8,NANTEUIL-SUR-AISNE,8300,100,7.92
8,MONT-SAINT-REMY,8310,100,7.55
8,SOMMAUTHE,8240,100,9.78
8,TAILLETTE,8230,400,15.25
8,LETANNE,8210,100,7.5
8,HAGNICOURT,8430,100,5.75
8,HARCY,8150,500,19.15
8,TAILLY,8240,200,39.31
8,AIGLEMONT,8090,1600,8.85
8,AVAUX,8190,500,13.19
8,AUBIGNY-LES-POTHEES,8150,300,10.42
8,LANDRES-ET-SAINT-GEORGES,8240,100,20.43
8,NEUVIZY,8430,100,8.62
8,SAINT-JUVIN,8250,100,9.4
8,NOVION-PORCIEN,8270,500,17.21
8,MOURON,8250,100,6.4
8,BAR-LES-BUZANCY,8240,100,9.4
8,TETAIGNE,8110,100,5.79
8,MOIRY,8370,200,3.91
8,LAUNOIS-SUR-VENCE,8430,600,13.37
8,FAUX,8270,100,3.28
8,FLEIGNEUX,8200,200,13.65
8,VAUX-LES-MOURON,8250,100,2.1
8,BLOMBAY,8260,100,9.47
8,SENUC,8250,200,13.58
8,LIART,8290,500,13.44
8,GIRONDELLE,8260,200,11.53
8,MESSINCOURT,8110,600,8.15
8,TAGNON,8300,1000,23.97
8,GRANDCHAMP,8270,100,7.28
8,NOYERS-PONT-MAUGIS,8350,700,9.32
8,MAIRY,8140,200,7.44
8,VILLERS-CERNAY,8140,300,22.15
8,SAINT-LOUP-TERRIER,8130,200,15.3
8,SAINT-MOREL,8400,200,12.04
8,CHAPPES,8220,100,9.59
8,LIRY,8400,100,12.69
8,HAUVINE,8310,300,14.55
8,JUSTINE-HERBIGNY,8270,200,11.77
8,SORMONNE,8150,600,4.75
8,MARS-SOUS-BOURCQ,8400,0,4.73
8,SAINT-LOUP-EN-CHAMPAGNE,8300,200,15.77
8,LAVAL-MORENCY,8150,200,4.28
8,FLIGNY,8380,200,6.85
8,SEDAN,8200,19200,16.28
8,NEUVILLE-LEZ-BEAULIEU,8380,300,35.92
8,WARNECOURT,8090,400,5.36
8,LONNY,8150,500,4.69
8,VENDRESSE,8160,500,43.22
8,VILLERS-SEMEUSE,8000,3200,7.03
8,VRIGNE-MEUSE,8350,200,4.44
8,MONTMEILLANT,8220,100,7.02
8,BOULZICOURT,8410,900,6.65
8,LA HORGNE,8430,200,5.27
8,NOIRVAL,8400,0,5
8,BALLAY,8400,200,10.46
8,VANDY,8400,200,11.11
8,PERTHES,8300,300,23.41
8,SORBON,8300,200,14.43
8,GRANDPRE,8250,500,28.56
8,MARGUT,8370,800,7.53
8,CHOOZ,8600,800,13.08
8,THENORGUES,8240,100,9.25
8,SIGNY-LE-PETIT,8380,1300,38.72
8,LA FERTE-SUR-CHIERS,8370,200,6.41
8,SURY,8090,100,3.31
8,VRIZY,8400,400,8.18
8,VAUX-VILLAINE,8150,200,9.96
8,MENIL-ANNELLES,8310,100,9.15
8,YVERNAUMONT,8430,100,2.82
8,LOUVERGNY,8390,100,8.95
8,STONNE,8390,0,7.18
8,HAUTEVILLE,8300,100,5.61
8,APREMONT,8250,100,12.86
8,CAUROY,8310,200,17.46
8,BOSSUS-LES-RUMIGNY,8290,100,8.14
8,SEMIDE,8400,200,37.04
8,LA MONCELLE,8140,100,1.35
8,HERBEUVAL,8370,100,7.4
8,SIGNY-MONTLIBERT,8370,100,6.12
8,ROIZY,8190,200,11.15
8,SAULT-SAINT-REMY,8190,200,9.63
8,SAINTE-VAUBOURG,8130,100,6.91
8,LA NEUVILLE-LES-WASIGNY,8270,200,5.21
8,GUE-D'HOSSUS,8230,500,5.23
8,INAUMONT,8300,100,4.75
8,LA BERLIERE,8240,0,10.54
8,TARZY,8380,100,10.12
8,VIVIER-AU-COURT,8440,3400,9.34
8,BLANCHEFOSSE-ET-BAY,8290,200,20.47
8,POURU-AUX-BOIS,8140,300,9.02
8,SAILLY,8110,200,12.8
8,RAILLICOURT,8430,200,6.87
8,VERRIERES,8390,0,6.36
8,CONDE-LES-HERPY,8360,200,11.55
8,SY,8390,0,7.97
8,MONTHOIS,8400,400,11.98
8,AUBONCOURT-VAUZELLES,8270,100,5.4
8,VAUX-CHAMPAGNE,8130,100,10.78
8,HAULME,8800,100,3.63
8,LA GRANDVILLE,8700,800,10.02
8,FAGNON,8090,400,9.98
8,LE MONT-DIEU,8390,0,18.72
8,SAUVILLE,8390,300,14.76
8,SEUIL,8300,200,11.79
8,AUTRUCHE,8240,100,8.24
8,ANNELLES,8310,100,12.31
8,TOGES,8400,100,3.44
8,ASFELD,8190,1000,22.19
9,BEDEILHAC-ET-AYNAT,9400,200,6.38
9,CONTRAZY,9230,100,8.27
9,SUC-ET-SENTENAC,9220,100,31.69
9,VENTENAC,9120,200,19.62
9,THOUARS-SUR-ARIZE,9350,0,2.34
9,ARTIX,9120,100,7.35
9,TOURTOUSE,9230,200,11.87
9,RIEUX-DE-PELLEPORT,9120,1200,8.16
9,BESSET,9500,100,8.13
9,LIEURAC,9300,200,6.42
9,VERNAJOUL,9000,700,9.08
9,URS,9310,0,0.91
9,LE FOSSAT,9130,1000,14.41
9,LANOUX,9130,0,3.75
9,LE BOSC,9000,100,25.57
9,CASTERAS,9130,0,1.84
9,MONTSEGUR,9300,100,37.16
9,BELLOC,9600,100,9.54
9,ESPLAS-DE-SEROU,9420,200,34.13
9,LASSUR,9310,100,11.99
9,EYCHEIL,9200,500,4.77
9,SEGURA,9120,200,8.77
9,DUN,9600,600,41.41
9,BENAGUES,9100,500,3.01
9,VEBRE,9310,100,5.19
9,LOUBENS,9120,300,11.73
9,LA BASTIDE-DU-SALAT,9160,200,6.6
9,RAISSAC,9300,0,3.84
9,LA TOUR-DU-CRIEU,9100,2500,10.28
9,LARBONT,9240,0,6.17
9,SAINT-JEAN-DU-CASTILLONNAIS,9800,0,4.74
9,CARLA-DE-ROQUEFORT,9300,200,9.34
9,ENGOMER,9800,300,7.6
9,AIGUES-JUNTES,9240,0,7.77
9,BEZAC,9100,300,8.35
9,MONTARDIT,9230,200,7.26
9,USSAT,9400,300,4.4
9,SAUTEL,9300,100,9.13
9,LORDAT,9250,0,7.37
9,MONTGAILLARD,9330,1300,7.93
9,GAJAN,9190,300,8.17
9,SOULAN,9320,300,23.76
9,FABAS,9230,300,23.04
9,BALAGUERES,9800,200,17.84
9,LABATUT,9700,100,3.58
9,IGNAUX,9110,100,5.49
9,SABARAT,9350,400,9.5
9,SAINTE-FOI,9500,0,2.41
9,LEZAT-SUR-LEZE,9210,2300,40.13
9,SUZAN,9240,0,3.05
9,MONTEGUT-EN-COUSERANS,9200,100,6.18
9,BAGERT,9160,100,3.28
9,ROUZE,9460,100,9.51
9,LES PUJOLS,9100,700,13.18
9,GABRE,9290,100,13.36
9,SAINT-VICTOR-ROUZAUD,9100,200,12.77
9,MONTOULIEU,9000,400,14.12
9,CAZAUX,9120,0,7.37
9,JUSTINIAC,9700,100,4.56
9,PRADIERES,9000,100,6.79
9,CAMPAGNE-SUR-ARIZE,9350,300,13.34
9,L'AIGUILLON,9300,400,6.37
9,MONTJOIE-EN-COUSERANS,9200,1000,29.63
9,CELLES,9000,100,10.27
9,GALEY,9800,100,9.35
9,AX-LES-THERMES,9110,1400,30.26
9,CASTEX,9350,100,7.03
9,MERENS-LES-VALS,9110,200,80.12
9,BOUAN,9310,0,3.44
9,MALLEON,9120,0,6.78
9,BESTIAC,9250,0,6.57
9,BEDEILLE,9230,100,9.46
9,BALACET,9800,0,2.12
9,LAGARDE,9500,200,11.93
9,MALEGOUDE,9500,100,6.14
9,ALZEN,9240,200,17.87
9,SAINTE-SUZANNE,9130,200,10.39
9,CAZAVET,9160,200,17.93
9,TABRE,9600,400,2.83
9,ENCOURTIECH,9200,100,4.78
9,MASSAT,9320,700,44.71
9,MONESPLE,9130,0,6.09
9,MAZERES,9270,3400,44.04
9,APPY,9250,0,6.1
9,ROQUEFIXADE,9300,100,12.31
9,RIVERENERT,9200,200,28.81
9,AUDRESSEIN,9800,100,3.98
9,SAINT-LARY,9800,200,33.91
9,LARNAT,9310,0,5.6
9,TOURTROL,9500,200,4.97
9,MERAS,9350,100,3.69
9,CRAMPAGNA,9120,600,10.02
9,OUST,9140,500,18.97
9,DREUILHE,9300,400,6.93
9,BETHMALE,9800,100,31.61
9,PRAYOLS,9000,400,7.76
9,MONTEGUT-PLANTAUREL,9120,300,18.95
9,ERP,9200,100,9.24
9,GUDAS,9120,100,10.73
9,ARRIEN-EN-BETHMALE,9800,100,14.59
9,MONTSERON,9240,100,8.88
9,ALLIAT,9400,100,3.46
9,LE VERNET,9700,600,5.59
9,PECH,9310,0,4.81
9,ESPLAS,9700,100,7.64
9,SAVIGNAC-LES-ORMEAUX,9110,400,28.31
9,LESCOUSSE,9100,100,8.48
9,RABAT-LES-TROIS-SEIGNEURS,9400,300,26.96
9,MIREPOIX,9500,3100,47.28
9,AUZAT,9220,600,162.74
9,BOUSSENAC,9320,200,26
9,LAPEGE,9400,0,8.29
9,ORLU,9110,200,70.79
9,BONNAC,9100,700,9.63
9,LOUBAUT,9350,0,2.39
9,SAINT-JULIEN-DE-GRAS-CAPOU,9500,100,6.14
9,CAMON,9500,200,10.25
9,MONTFERRIER,9300,600,51.79
9,LA BASTIDE-DE-SEROU,9240,1000,43.62
9,ALLIERES,9240,100,9.1
9,BARJAC,9190,0,2.78
9,L'HOSPITALET-PRES-L'ANDORRE,9390,100,26.12
9,LES BORDES-SUR-ARIZE,9350,500,12.68
9,MERCUS-GARRABET,9400,1100,14.79
9,PAILHES,9130,400,21.52
9,BONAC-IRAZEIN,9800,100,38.13
9,VILLENEUVE-DU-LATOU,9130,100,6.52
9,LERCOUL,9220,0,19.01
9,LESCURE,9420,500,25.8
9,CALZAN,9120,0,3.99
9,FOUGAX-ET-BARRINEUF,9300,500,31.48
9,SENCONAC,9250,0,4.67
9,NALZEN,9300,100,5.5
9,CERIZOLS,9230,200,14.34
9,AULOS,9310,100,1.04
9,BRASSAC,9000,600,24.33
9,ARABAUX,9000,100,4.59
9,SAVERDUN,9700,4400,61.47
9,SENTENAC-D'OUST,9140,100,18.38
9,SAINT-PAUL-DE-JARRAT,9000,1200,22.51
9,BURRET,9000,0,4.96
9,DURFORT,9130,200,10.98
9,BENAIX,9300,200,14.68
9,MONTFA,9350,100,8.54
9,CAZALS-DES-BAYLES,9500,0,4.71
9,ROQUEFORT-LES-CASCADES,9300,100,7.08
9,GAUDIES,9700,200,10.41
9,ESCLAGNE,9600,100,3.52
9,RIEUCROS,9500,600,5.57
9,LA BASTIDE-DE-BOUSIGNAC,9500,300,12.53
9,PRADES,9110,100,28.97
9,CADARCET,9240,200,11.01
9,COUFLENS,9140,100,56.26
