Département,Ville ,code postal,population,superficie
80,NEUILLY-LE-DIEN,80150,100,4.9
80,SAINS-EN-AMIENOIS,80680,1200,9.92
80,MOLLIENS-DREUIL,80540,900,22.8
80,CHILLY,80170,200,4.85
80,FIGNIERES,80500,100,6.6
80,OCHANCOURT,80210,300,3.95
80,DARGNIES,80570,1300,3.67
80,CANAPLES,80670,600,10.26
80,PONTHOILE,80860,600,19.41
80,HUMBERCOURT,80600,300,8.25
80,LIGNIERES-CHATELAIN,80590,400,6.54
80,QUIRY-LE-SEC,80250,300,6.88
80,DREUIL-LES-AMIENS,80730,1300,3.18
80,TILLOY-FLORIVILLE,80220,400,8.09
80,LA FALOISE,80250,200,9.75
80,SAINTE-SEGREE,80290,100,2.27
80,LA CHAVATTE,80700,100,1.89
80,LACHAPELLE,80290,100,2.51
80,CONTAY,80560,400,8.41
80,HANGEST-EN-SANTERRE,80134,1000,15.08
80,CAPPY,80340,600,11.91
80,LE CROTOY,80550,2300,16.32
80,MAUCOURT,80170,200,3.68
80,DOMPIERRE-SUR-AUTHIE,80150,400,22.73
80,CITERNE,80490,300,6.4
80,MERS-LES-BAINS,80350,3300,5.39
80,SAISSEVAL,80540,200,7.32
80,BIARRE,80190,100,2.4
80,PONT-REMY,80580,1500,9.93
80,ERONDELLE,80580,500,4
80,LA VICOGNE,80260,300,4.84
80,LIANCOURT-FOSSE,80700,200,6.44
80,VISMES,80140,400,13.26
80,ESTREES-MONS,80200,600,15.3
80,AUBVILLERS,80110,100,4.88
80,CURCHY,80190,300,9.63
80,BERTANGLES,80260,600,8.57
80,TEMPLEUX-LA-FOSSE,80240,200,7.23
80,VILLECOURT,80190,100,2.19
80,SEUX,80540,200,3.53
80,SOREL-EN-VIMEU,80490,200,4.09
80,ENNEMAIN,80200,200,6.44
81,SAINT-AVIT,81110,200,4.86
81,MOULAYRES,81300,200,8.85
81,VIRAC,81640,200,11.44
81,ROUAIROUX,81240,400,28.48
81,LACAPELLE-SEGALAR,81170,100,6.83
81,APPELLE,81700,100,3.87
81,VILLEFRANCHE-D'ALBIGEOIS,81430,1100,22.09
81,MONTGAILLARD,81630,300,14.95
81,GARREVAQUES,81700,300,6.86
81,ALBI,81990,48800,44.26
81,SAINT-JEAN-DE-MARCEL,81350,300,18.25
81,TREBAS,81340,400,5.67
81,LARROQUE,81140,200,17.97
81,SAINT-GAUZENS,81390,800,18.42
81,CASTELNAU-DE-LEVIS,81150,1500,21.42
81,FERRIERES,81260,100,11.85
81,TAIX,81130,300,4.76
81,NAVES,81710,700,9.75
81,VEILHES,81500,100,5.59
81,LE MASNAU-MASSUGUIES,81530,300,47.63
81,CAHUZAC-SUR-VERE,81140,1000,30.58
81,TEYSSODE,81220,300,22.88
81,TERSSAC,81150,1000,5.43
81,NAGES,81320,300,47.11
81,ALBINE,81240,500,17.15
81,LASFAILLADES,81260,100,8.32
81,CASTELNAU-DE-MONTMIRAL,81140,1000,88.81
81,GAILLAC,81600,13100,50.93
81,MONTDRAGON,81440,600,12.19
81,DURFORT,81540,300,4.54
81,LAMONTELARIE,81260,100,21.58
81,JONQUIERES,81440,500,12.2
81,MILHARS,81170,300,16.28
81,LEDAS-ET-PENTHIES,81340,200,12.53
81,GRAZAC,81800,500,32.02
81,MONTAURIOL,81190,100,5.3
81,BUSQUE,81300,700,8.38
81,ROUMEGOUX,81120,200,13.43
81,SAINT-JUERY,81160,7000,9.21
81,ALMAYRAC,81190,300,10.97
81,ROUSSAYROLLES,81140,100,5.38
81,FRAUSSEILLES,81170,100,5.87
81,MONTVALEN,81630,200,11.73
81,LISLE-SUR-TARN,81310,4200,86.56
81,SAINT-LIEUX-LAFENASSE,81120,500,12.19
81,MAGRIN,81220,100,8.07
81,LEMPAUT,81700,700,14.18
81,LE MARGNES,81260,0,17.89
81,ARTHES,81160,2400,10.01
81,LE GARRIC,81450,1100,22.88
81,BEAUVAIS-SUR-TESCOU,81630,300,12.1
81,SEMALENS,81570,2000,11.12
81,MARSSAC-SUR-TARN,81150,2900,7.17
81,LA SAUZIERE-SAINT-JEAN,81630,200,15.82
81,DONNAZAC,81170,100,4.74
81,MAZAMET,81200,10000,72.08
81,LABESSIERE-CANDEIL,81300,700,21.98
81,MONTANS,81600,1300,32.43
81,LACAPELLE-PINET,81340,100,8.15
81,ALGANS,81470,200,14.43
81,VENES,81440,700,27.42
81,CAUCALIERES,81200,300,12.8
81,MONTGEY,81470,300,9.91
81,PRADES,81220,100,5.24
81,SAINTE-CECILE-DU-CAYROU,81140,100,7.95
81,LACAZE,81330,300,46.16
81,SAINT-ANDRE,81250,100,7.27
81,SAINT-AMANS-VALTORET,81240,900,35.58
81,VIEUX,81140,200,6.95
81,ESPERAUSSES,81260,200,12.2
81,CAMPAGNAC,81140,100,7.43
81,SAINT-AMANCET,81110,200,12.33
81,FRAISSINES,81340,100,6.34
81,NOAILHAC,81490,800,20.77
81,RAYSSAC,81330,300,29.95
81,FREJAIROLLES,81990,1300,17.41
81,LUGAN,81500,400,10.13
81,TAURIAC,81630,200,9.92
81,CABANES,81500,200,8.86
81,MONT-ROC,81120,200,14.18
81,LAGARDIOLLE,81110,200,10.25
81,SAINT-ANTONIN-DE-LACALM,81120,200,28.09
81,LABASTIDE-GABAUSSE,81400,400,12.18
81,MAILHOC,81130,200,12.67
81,SOREZE,81540,2600,41.64
81,CORDES-SUR-CIEL,81170,1000,8.27
81,LAUTREC,81440,1700,54.64
81,FREJEVILLE,81570,600,9.48
81,TREBAN,81190,0,3.17
81,GARRIGUES,81500,300,10.51
81,VALENCE-D'ALBIGEOIS,81340,1300,20.47
81,BROUSSE,81440,300,14.77
81,ROUFFIAC,81150,600,11.13
81,MEZENS,81800,400,5.9
81,MARNAVES,81170,100,10.29
81,SAINT-LIEUX-LES-LAVAUR,81500,800,9.54
81,MONTREDON-LABESSONNIE,81360,2100,110.88
81,MILHAVET,81130,100,4.28
81,BOUT-DU-PONT-DE-LARN,81660,1000,7.63
81,MARZENS,81500,300,11.26
81,SAINT-MARCEL-CAMPES,81170,200,22.34
81,LAMILLARIE,81120,400,13.95
81,BRENS,81600,2100,22.79
81,LACOUGOTTE-CADOUL,81500,200,8.81
81,AMBIALET,81430,400,30.04
81,CASTELNAU-DE-BRASSAC,81260,800,72.88
81,MONTCABRIER,81500,200,5.43
81,DOURGNE,81110,1300,22.75
81,REALMONT,81120,3200,14.33
81,TREVIEN,81190,200,16.26
81,SAINT-JEAN-DE-RIVES,81500,400,6.02
81,CADIX,81340,200,18.13
81,AGUTS,81470,200,9.79
81,DENAT,81120,700,15.01
81,CAMBON-LES-LAVAUR,81470,300,12.14
81,PUYCALVEL,81440,200,12.27
81,SIEURAC,81120,200,8.72
81,BRASSAC,81260,1400,23.87
81,SERENAC,81350,500,17.02
81,SAINT-AGNAN,81500,200,6.88
81,MONTELS,81140,100,3.23
81,PUYGOUZON,81990,2900,12.53
81,PAYRIN-AUGMONTEL,81660,2200,12.84
81,BLAN,81700,1000,13.3
81,RABASTENS,81800,4900,66.29
81,CUQ-TOULZA,81470,600,23.05
81,FAUCH,81120,500,17.32
81,MOUZENS,81470,100,4.87
81,MONTROSIER,81170,0,3.39
81,LABASTIDE-ROUAIROUX,81270,1600,23.67
81,MURAT-SUR-VEBRE,81320,800,93.87
81,TECOU,81600,800,19.4
81,AMBRES,81500,900,19.11
81,LACABAREDE,81240,300,14.5
81,SAINT-JEAN-DE-VALS,81210,100,4.75
81,MOUZIEYS-TEULET,81430,400,13.21
81,VIVIERS-LES-MONTAGNES,81290,1700,17.91
81,VITERBE,81220,400,6.51
81,BELLESERRE,81540,200,4.76
81,SAINT-MARTIN-LAGUEPIE,81170,400,21.51
81,ROSIERES,81400,700,10.55
81,SAUVETERRE,81240,200,12.39
81,LABASTIDE-SAINT-GEORGES,81500,1700,6.23
81,SENAUX,81530,0,4.73
81,AIGUEFONDE,81200,2700,19.13
81,LIVERS-CAZELLES,81170,200,13.05
81,LASGRAISSES,81300,400,12.22
81,GUITALENS-L'ALBAREDE,81220,800,9.36
81,BELLEGARDE,81430,400,11.1
81,MONTIRAT,81190,300,27.78
81,SALLES,81640,200,8.19
81,MOULIN-MAGE,81320,300,15.06
81,TONNAC,81170,100,11.23
81,BRIATEXTE,81390,1900,15
81,LACAUNE,81230,2700,91.36
81,SAINT-BEAUZILE,81140,100,9.23
81,LABASTIDE-DE-LEVIS,81150,1000,14.29
81,VAOUR,81140,300,14.12
81,GIJOUNET,81530,100,15.13
81,ANDOUQUE,81350,400,26.21
81,MONTPINIER,81440,200,7.6
81,VIELMUR-SUR-AGOUT,81570,1400,11.61
81,ALOS,81140,100,6.32
81,PUYLAURENS,81700,3000,81.82
81,LAVAUR,81500,10400,62.83
81,SERVIES,81220,600,12.8
81,PEYROLE,81310,500,20.59
81,CRESPIN,81350,100,14.15
81,COMBEFA,81640,100,2.93
81,ITZAC,81170,100,11.24
81,CASTANET,81150,200,7.21
81,LACROUZETTE,81210,1800,28.77
81,CARBES,81570,200,7.4
81,SAINTE-GEMME,81190,800,20.16
81,VILLENEUVE-SUR-VERE,81130,400,15.89
81,FENOLS,81600,200,6
81,SAUSSENAC,81350,500,17.39
81,CUQ,81570,500,14.99
81,PUYCELSI,81140,500,39.2
81,PADIES,81340,200,14.69
81,CURVALLE,81250,500,38.63
81,SALIES,81990,800,3.55
81,CADALEN,81600,1400,40.41
81,PRATVIEL,81500,100,7.11
81,SAINT-GREGOIRE,81350,400,12.75
81,BARRE,81320,200,15.07
81,VERDALLE,81110,1000,24.24
81,ESCROUX,81530,0,10.24
81,SAINT-CIRGUE,81340,200,18.7
81,VIANE,81530,600,38.37
81,CAHUZAC,81540,300,5.69
81,SAINT-GENEST-DE-CONTEST,81440,200,13.71
81,LOUPIAC,81800,400,10.82
81,SAINT-JULIEN-DU-PUY,81440,400,19.38
81,BLAYE-LES-MINES,81400,3100,8.88
81,VILLENEUVE-LES-LAVAUR,81500,100,6.16
81,LE RIALET,81240,0,7.64
81,ANDILLAC,81140,100,5.44
81,BOURNAZEL,81170,200,7.41
81,LABARTHE-BLEYS,81170,100,9.06
81,ROQUEVIDAL,81470,100,7.71
81,ALBAN,81250,1000,9.82
81,LAGRAVE,81150,1800,9.46
81,MASSAGUEL,81110,400,10.09
81,BANNIERES,81500,200,7.31
81,PAULINET,81250,500,73.75
81,GRAULHET,81300,12200,56.75
81,COUFOULEUX,81800,2200,27.16
81,SAINT-AMANS-SOULT,81240,1700,24.87
81,TEILLET,81120,500,24.22
81,SAINT-PIERRE-DE-TRIVISY,81330,600,36.09
81,PONT-DE-LARN,81660,2900,34.51
81,VIVIERS-LES-LAVAUR,81500,200,10.02
81,MASSAC-SERAN,81500,300,8.52
81,ANGLES,81260,600,85.62
81,SAINT-MICHEL-DE-VAX,81140,100,5.9
81,ASSAC,81340,200,15.06
81,SAINT-SALVI-DE-CARCAVES,81530,100,10.96
81,RONEL,81120,200,9.89
81,AUSSILLON,81200,6600,10.26
81,PENNE,81140,600,64.04
81,SAINT-SERNIN-LES-LAVAUR,81700,100,4.21
81,LE VERDIER,81140,200,9.54
81,CUNAC,81990,1400,6.38
81,DAMIATTE,81220,900,31.78
81,LAPARROUQUIAL,81640,100,8.43
81,CAMBOUNET-SUR-LE-SOR,81580,800,7.65
81,SAINT-BENOIT-DE-CARMAUX,81400,2100,4.49
81,SAIX,81710,3300,13.79
81,MOULARES,81190,300,16.81
81,VINDRAC-ALAYRAC,81170,100,9.82
81,CARLUS,81990,700,10.6
81,SAINT-SULPICE,81370,7800,23.99
81,LE BEZ,81260,800,32.13
81,SAINTE-CROIX,81150,300,7.22
81,ORBAN,81120,300,8.76
81,PUECHOURSI,81470,100,3.55
81,SENOUILLAC,81600,1000,15.01
81,MIRANDOL-BOURGNOUNAC,81190,1100,38.19
81,PUYBEGON,81390,600,19.01
81,PECHAUDIER,81470,200,6.8
81,CRESPINET,81350,100,9.15
81,MONTFA,81210,300,10.69
81,LABASTIDE-DENAT,81120,400,7.43
81,SAINT-AFFRIQUE-LES-MONTAGNES,81290,700,7.86
81,LABOUTARIE,81120,500,5.39
81,MASSALS,81250,100,16.3
81,PARISOT,81310,800,28.99
81,ARIFAT,81360,200,20.28
81,LABRUGUIERE,81290,6000,60.73
81,SAINT-GERMAIN-DES-PRES,81700,800,16.97
81,BROZE,81600,100,4.02
81,LACROISILLE,81470,100,6.67
81,LE RIOLS,81170,100,5.01
81,COURRIS,81340,100,9.42
81,SAINT-MICHEL-LABADIE,81340,100,9.78
81,LE SEQUESTRE,81990,1600,5.42
81,FAUSSERGUES,81340,100,14.84
81,TERRE-CLAPIER,81120,200,12.1
81,LE VINTROU,81240,100,11.38
81,LE FRAYSSE,81430,400,29.63
81,MISSECLE,81300,100,5.77
81,LAGARRIGUE,81090,1700,4.86
81,SAINT-GERMIER,81210,100,4.16
81,BERTRE,81700,100,4.14
81,BURLATS,81100,1900,32.62
81,BERLATS,81260,100,10.45
81,LESCURE-D'ALBIGEOIS,81380,4000,14.18
81,PAMPELONNE,81190,700,36.4
81,AMARENS,81170,100,4.88
81,FIAC,81500,800,25
81,SAINT-SALVY-DE-LA-BALME,81490,600,18.36
81,LE SEGUR,81640,200,18.91
81,SOUAL,81580,2200,14.17
81,TANUS,81190,500,19.07
81,FAYSSAC,81150,300,7.62
81,ARFONS,81110,200,40.71
81,MIOLLES,81250,100,12.1
81,LES CABANNES,81170,300,6.16
81,CAGNAC-LES-MINES,81130,2200,24.7
81,CESTAYROLS,81150,500,17.03
81,PALLEVILLE,81700,400,6.44
81,MARSAL,81430,300,8.29
81,CARMAUX,81400,10200,14.16
81,CAMBOUNES,81260,300,22.58
81,AUSSAC,81600,300,6.06
81,POULAN-POUZOLS,81120,400,11.86
81,SOUEL,81170,200,9.7
81,CASTRES,81100,43000,98.17
81,VABRE,81330,800,28.43
81,SAINT-JULIEN-GAULENE,81340,200,11.84
81,PEYREGOUX,81440,100,4.5
81,ROQUEMAURE,81800,400,15.77
81,ROQUECOURBE,81210,2200,16.65
81,SALVAGNAC,81630,1000,33.41
81,SAINT-CHRISTOPHE,81190,100,14.47
81,BOISSEZON,81490,400,19.36
81,CAMBON,81990,1800,7.71
81,BERNAC,81150,200,5.54
81,LOUBERS,81170,100,4.23
81,MONESTIES,81640,1300,26.83
81,VALDERIES,81350,900,20.42
81,LE DOURN,81340,100,9.32
81,SAINT-URCISSE,81630,200,12.05
81,SAINT-PAUL-CAP-DE-JOUX,81220,1000,17.01
81,MOUZIEYS-PANENS,81170,200,13.13
81,NOAILLES,81170,200,11.59
81,LES CAMMAZES,81540,300,7.68
81,VALDURENQUE,81090,800,5.99
81,ESCOUSSENS,81290,600,23.62
81,FLORENTIN,81150,700,12.62
81,LESCOUT,81110,500,6.72
81,JOUQUEVIEL,81190,100,12.15
81,GIROUSSENS,81500,1300,41.67
81,BELCASTEL,81500,200,10.81
81,MAURENS-SCOPONT,81470,200,8.6
81,POUDIS,81700,200,4.62
81,RIVIERES,81600,900,9.57
81,MONTDURAUSSE,81630,300,15.92
81,LABOULBENE,81100,100,4.65
81,LE TRAVET,81120,100,8.44
81,LOMBERS,81120,1000,38.79
81,TEULAT,81500,500,10.07
82,SAINT-VINCENT,82300,300,16.27
82,MONTAGUDET,82110,200,12.18
82,MEAUZAC,82290,1100,11.77
82,SAINT-MICHEL,82340,200,13.41
82,GIMAT,82500,200,10.1
82,CAYRAC,82440,500,6.21
82,MONTJOI,82400,200,14.67
82,SAINT-PROJET,82160,300,26.14
82,GOLFECH,82400,800,9.72
82,SAINT-PAUL-D'ESPIS,82400,600,26.07
82,MONTRICOUX,82800,1000,26.44
82,ALBEFEUILLE-LAGARDE,82290,600,8.03
82,PUYCORNET,82220,600,27.46
82,MIRABEL,82440,1000,32.07
82,GENEBRIERES,82230,600,18.45
82,SAINT-CIRICE,82340,200,8.92
82,SAINT-ETIENNE-DE-TULMONT,82410,3300,21.14
82,SAINT-SARDOS,82600,800,26.56
82,MONTBETON,82290,3400,15.98
82,MAUMUSSON,82120,0,5.04
82,CASTELSARRASIN,82100,13000,76.77
82,MARIGNAC,82500,100,5.07
82,ESCAZEAUX,82500,300,16.05
82,AUTY,82220,100,7.42
82,SAINT-NAUPHARY,82370,1700,24.43
82,AUTERIVE,82500,100,3.68
82,FAJOLLES,82210,100,9.32
82,SAINT-CIRQ,82300,400,15.96
82,BRESSOLS,82710,3500,20.39
82,CAUMONT,82210,300,15.22
82,COUTURES,82210,100,6.9
82,LAFITTE,82100,200,4.74
82,SAINT-GEORGES,82240,200,9.09
82,DURFORT-LACAPELETTE,82390,800,35.83
82,SAINT-AMANS-DU-PECH,82150,200,6.76
82,MANSONVILLE,82120,300,15.45
82,REYNIES,82370,900,9.94
82,CANALS,82170,600,7.35
82,LABARTHE,82220,400,23.24
82,VALENCE,82400,5100,13.44
82,NOHIC,82370,1100,12.61
82,BRUNIQUEL,82800,600,33.2
82,MAUBEC,82500,100,12.73
82,SAINT-AIGNAN,82100,400,4.85
82,DONZAC,82340,1000,13.17
82,CUMONT,82500,100,7.35
82,BARDIGUES,82340,300,11.67
82,MAS-GRENIER,82600,1100,24.66
82,VARENNES,82370,600,14.76
82,SAINT-ANTONIN-NOBLE-VAL,82140,1800,105.46
82,CASTELSAGRAT,82400,500,22.5
82,MERLES,82210,200,7.02
82,LAFRANCAISE,82130,2800,50.82
82,LABASTIDE-SAINT-PIERRE,82370,3500,20.64
82,BALIGNAC,82120,0,4.09
82,SAINT-VINCENT-LESPINASSE,82400,200,9.44
82,MONTALZAT,82270,600,27.5
82,LABASTIDE-DE-PENNE,82240,100,13.68
82,LABOURGADE,82100,200,5.49
82,MONTBARLA,82110,200,7.38
82,BARRY-D'ISLEMADE,82290,800,11.35
82,LOZE,82160,100,11.05
82,LAMOTHE-CAPDEVILLE,82130,1000,11.92
82,BIOULE,82800,1000,20.44
82,GRISOLLES,82170,3400,17.6
82,SAINT-LOUP,82340,500,14.21
82,SAINT-BEAUZEIL,82150,100,9.84
82,LAGUEPIE,82250,700,14.86
82,LACHAPELLE,82120,100,10.87
82,GOUDOURVILLE,82400,900,11.27
82,LACOURT-SAINT-PIERRE,82290,1000,14.77
82,MOISSAC,82200,12300,85.95
82,ANGEVILLE,82210,200,8.33
82,MALAUSE,82200,1000,11.9
82,VAZERAC,82220,700,32.68
82,MONTAIGU-DE-QUERCY,82150,1400,76.44
82,SAINT-PORQUIER,82700,1300,15.7
82,PUYGAILLARD-DE-QUERCY,82800,300,17.4
82,ESPALAIS,82400,400,7.87
82,COMBEROUGER,82600,300,12.22
82,PIQUECOS,82130,400,7.79
82,POUPAS,82120,100,10.26
82,PERVILLE,82400,100,9.27
82,MONTFERMIER,82270,100,6.55
82,SERIGNAC,82500,500,32.43
82,ESPINAS,82160,200,16.15
82,CAMPSAS,82370,1100,15.01
82,ORGUEIL,82370,1300,14.03
82,MARSAC,82120,200,14.89
82,FINHAN,82700,1300,11.48
82,LA VILLE-DIEU-DU-TEMPLE,82290,2700,26.16
82,CORBARIEU,82370,1500,13.03
82,LAMOTHE-CUMONT,82500,100,5.35
82,LAVIT,82120,1500,26.28
82,ROQUECOR,82150,500,20.55
82,LE CAUSE,82500,200,9.32
82,SAINT-NAZAIRE-DE-VALENTANE,82190,300,17.44
82,POMPIGNAN,82170,1300,12.17
82,BRASSAC,82190,300,20.37
82,SAINT-ARROUMEX,82210,100,9.63
82,LIZAC,82200,500,9.42
82,CAZALS,82140,200,11.73
82,LAVAURETTE,82240,200,13.63
82,GOAS,82500,0,2.69
82,POMMEVIC,82400,500,5.75
82,LA SALVETAT-BELMONTET,82230,600,18.63
82,ESCATALENS,82700,1000,17.99
82,GASQUES,82400,400,13.43
82,CASTERA-BOUZET,82120,100,17.75
82,ESPARSAC,82500,200,17.44
82,L'HONOR-DE-COS,82130,1600,32.07
82,SAVENES,82600,700,22.57
82,VAISSAC,82800,700,37.21
82,MONTGAILLARD,82120,100,9.5
82,CAUSSADE,82300,6500,45.73
82,SAINT-CLAIR,82400,200,8.35
82,LABASTIDE-DU-TEMPLE,82100,1000,10.92
82,FAUDOAS,82500,300,18.95
82,BOURRET,82700,700,16.48
82,VERFEIL,82330,300,18.46
82,GRAMONT,82120,200,13.58
82,ALBIAS,82350,2700,21.6
82,VIGUERON,82500,100,6.33
82,MONTASTRUC,82130,300,4.67
82,BELBESE,82500,100,3.65
82,TOUFFAILLES,82190,400,24.34
82,FENEYROLS,82140,200,14.88
82,MONTAIN,82100,100,4.04
82,SEPTFONDS,82240,2100,27.05
82,MONCLAR-DE-QUERCY,82230,1600,37.75
82,SAINT-AMANS-DE-PELLAGAL,82110,200,14.51
82,VERDUN-SUR-GARONNE,82600,4000,36.26
82,FABAS,82170,500,6.3
82,BESSENS,82170,1200,9.27
82,MONTECH,82700,5300,50.14
82,BOUILLAC,82600,500,30.45
82,CAZES-MONDENARD,82110,1200,58.23
82,GARIES,82500,100,14.15
82,SAINTE-JULIETTE,82110,100,7.3
82,MOLIERES,82220,1100,38.46
82,DUNES,82340,1100,23.19
82,GENSAC,82120,100,11.59
82,LES BARTHES,82100,500,8.2
82,AUVILLAR,82340,1000,15.6
82,CAYRIECH,82240,300,7.59
82,LACOUR,82190,200,14.33
82,LEOJAC,82230,1100,12.8
82,VAREN,82330,700,23.13
82,LACAPELLE-LIVRON,82160,200,13.79
82,VILLEMADE,82130,700,9.21
82,PUYLAGARDE,82160,300,23.14
82,PUYLAROQUE,82240,700,35.87
82,SAUVETERRE,82110,200,17.4
82,MONTPEZAT-DE-QUERCY,82270,1400,44.02
82,CORDES-TOLOSANNES,82700,300,15.77
82,LAPENCHE,82240,200,8.11
82,BEAUMONT-DE-LOMAGNE,82500,3800,46.16
82,CASTELMAYRAN,82210,1100,15.96
82,PUYGAILLARD-DE-LOMAGNE,82120,100,7.08
82,SAINT-JEAN-DU-BOUZET,82120,100,7.74
82,VERLHAC-TESCOU,82230,400,22.69
82,PARISOT,82160,500,27.86
82,BOULOC,82110,200,14.81
82,TREJOULS,82110,300,13.86
82,CAYLUS,82160,1500,97.45
82,SAINT-NICOLAS-DE-LA-GRAVE,82210,2200,29.34
82,MONTESQUIEU,82200,800,28.65
82,VILLEBRUMIER,82370,1200,11.38
82,BEAUPUY,82600,300,11.81
82,SISTELS,82340,200,13.57
82,REALVILLE,82440,1800,25.09
82,GINALS,82330,200,24.15
82,DIEUPENTALE,82170,1300,6.14
82,BOURG-DE-VISA,82190,400,14.41
82,MONTBARTIER,82700,1200,15.01
82,ASQUES,82120,100,10.61
82,BELVEZE,82150,200,13.88
82,GARGANVILLAR,82100,600,22.34
82,NEGREPELISSE,82800,4800,49.22
82,LAMAGISTERE,82360,1200,9.1
82,GLATENS,82500,100,2.31
82,MONBEQUI,82170,600,6.78
82,VALEILLES,82150,200,13.75
82,AUCAMVILLE,82600,1000,22.91
82,MIRAMONT-DE-QUERCY,82190,300,14.9
82,MOUILLAC,82160,100,9.08
82,LAUZERTE,82110,1500,44.56
82,MONTAUBAN,82000,56000,135.17
82,CASTELFERRUS,82100,400,8.39
82,CASTANET,82160,200,22.07
82,FAUROUX,82190,200,13.12
82,BOUDOU,82200,700,12.3
82,MONTEILS,82300,1300,12.08
82,LE PIN,82340,100,4.71
82,LARRAZET,82500,600,14.91
83,SEILLONS-SOURCE-D'ARGENS,83470,2100,25.11
83,NEOULES,83136,2400,25.08
83,SOLLIES-TOUCAS,83210,5100,30.09
83,COGOLIN,83310,11100,27.93
83,VILLECROZE,83690,1100,20.68
83,LE CANNET-DES-MAURES,83340,4000,73.64
83,CLAVIERS,83830,600,15.9
83,LA LONDE-LES-MAURES,83250,10000,79.29
83,PONTEVES,83670,700,41.07
83,BRUE-AURIAC,83119,1200,36.73
83,REGUSSE,83630,2000,35.3
83,PLAN-D'AUPS-SAINTE-BAUME,83640,1300,24.91
83,FIGANIERES,83830,2500,28.17
83,SAINTE-MAXIME,83120,13700,81.61
83,SOLLIES-PONT,83210,11000,17.73
83,RIANS,83560,4200,96.87
83,SAINT-CYR-SUR-MER,83270,11800,21.15
83,MAZAUGUES,83136,800,53.79
83,CABASSE,83340,1800,45.49
83,NANS-LES-PINS,83860,4100,47.99
83,CAVALAIRE-SUR-MER,83240,6700,16.74
83,FLASSANS-SUR-ISSOLE,83340,2900,43.68
83,RAMATUELLE,83350,2300,35.57
83,LE THORONET,83340,2100,37.53
83,SAINT-ZACHARIE,83640,4800,27.02
83,LE BOURGUET,83840,0,25.39
83,LA GARDE,83130,26200,15.54
83,PUGET-SUR-ARGENS,83480,6900,26.9
83,SANARY-SUR-MER,83110,17100,19.23
83,BRAS,83149,2300,34.93
83,HYERES,83400,55100,132.38
83,LA VALETTE-DU-VAR,83160,21400,15.5
83,MEOUNES-LES-MONTRIEUX,83136,1900,40.92
83,OLLIOULES,83190,13000,19.89
83,SILLANS-LA-CASCADE,83690,500,20.17
83,SAINT-MAXIMIN-LA-SAINTE-BAUME,83470,13900,64.13
83,SAINT-ANTONIN-DU-VAR,83510,600,17.64
83,CALLIAN,83440,3000,25.42
83,SOLLIES-VILLE,83210,2400,14.1
83,RAYOL-CANADEL-SUR-MER,83820,600,6.83
83,LA CELLE,83170,1300,21
83,LE PLAN-DE-LA-TOUR,83120,2800,36.8
83,VINS-SUR-CARAMY,83170,800,16.3
83,FLAYOSC,83780,4400,45.95
83,BAUDUEN,83630,300,47.45
83,CAMPS-LA-SOURCE,83170,1600,22.47
83,BARGEMON,83830,1500,35.14
83,TANNERON,83440,1500,52.78
83,FOX-AMPHOUX,83670,400,40.76
83,AUPS,83630,2100,64.15
83,TARADEAU,83460,1700,17.31
83,SAINT-JULIEN,83560,1900,75.88
83,LA MARTRE,83840,200,20.37
83,LORGUES,83510,8900,64.37
83,LES ARCS,83460,6200,54.26
83,ROQUEBRUNE-SUR-ARGENS,83520,11300,106.1
83,ENTRECASTEAUX,83570,1000,32.11
83,CALLAS,83830,1800,49.26
83,OLLIERES,83470,600,39.66
83,ROUGIERS,83170,1400,20.53
83,POURCIEUX,83470,1100,21.23
83,EVENOS,83330,2200,41.95
83,CARNOULES,83660,3200,25.49
83,LE PRADET,83220,11200,9.97
83,BARGEME,83840,100,27.95
83,BORMES-LES-MIMOSAS,83230,7300,97.32
83,SEILLANS,83440,2600,88.66
83,POURRIERES,83910,4400,56.32
83,PIGNANS,83790,3200,34.87
83,CARQUEIRANNE,83320,9800,14.48
83,TAVERNES,83670,1100,31.15
83,LES ADRETS-DE-L'ESTEREL,83600,2700,22.26
83,FAYENCE,83440,4900,27.68
83,SIX-FOURS-LES-PLAGES,83140,34800,26.58
83,CHATEAUVIEUX,83840,100,14.97
83,CARCES,83570,3100,35.76
83,VIDAUBAN,83550,9800,73.93
83,GAREOULT,83136,5600,15.75
83,VARAGES,83670,1100,35.11
83,DRAGUIGNAN,83300,36600,53.75
83,SAINT-MARTIN,83560,200,26.33
83,ESPARRON,83560,300,30.04
83,BARJOLS,83670,3000,30.06
83,MONTAUROUX,83440,5400,33.54
83,SAINT-PAUL-EN-FORET,83440,1600,20.26
83,MOISSAC-BELLEVUE,83630,300,20.59
83,LE VAL,83143,4000,39.34
83,TRANS-EN-PROVENCE,83720,5400,16.99
83,LE MUY,83490,8900,66.58
83,FREJUS,83600-83370,52700,102.27
83,CORRENS,83570,800,37.06
83,SIGNES,83870,2900,133.1
83,LA ROQUEBRUSSANNE,83136,2200,37.05
83,RIBOUX,13780,0,13.48
83,CHATEAUVERT,83670,100,27.52
83,MONTMEYAN,83670,500,39.43
83,MONTFERRAT,83131,1100,34.01
83,VERIGNON,83630,0,36.9
83,CUERS,83390,9900,50.53
83,GRIMAUD,83310,4300,44.58
83,BESSE-SUR-ISSOLE,83890,2800,37.19
